disciplina,extensao,tamanho_mb,modificado_em,arquivo_relativo
ELETRICA,.pdf,8.851,2026-06-09T13:47:28,ELETRICA\040 - AP - Anteprojeto\PDF\AMS_FLOW_ELE_AP_001_TER_PLANTA_BAIXA_R01.pdf
ELETRICA,.pdf,4.656,2026-06-09T13:47:28,ELETRICA\040 - AP - Anteprojeto\PDF\AMS_FLOW_ELE_AP_002_PAV_PLANTA_BAIXA_R00.pdf
ELETRICA,.pdf,4.435,2026-06-09T13:47:26,ELETRICA\040 - AP - Anteprojeto\PDF\AMS_FLOW_ELE_AP_002_PAV_PLANTA_BAIXA_R01.pdf
ELETRICA,.pdf,3.956,2026-06-09T13:47:26,ELETRICA\040 - AP - Anteprojeto\PDF\AMS_FLOW_ELE_AP_003_PAV_PLANTA_BAIXA_R00.pdf
ELETRICA,.pdf,3.685,2026-06-09T13:47:26,ELETRICA\040 - AP - Anteprojeto\PDF\AMS_FLOW_ELE_AP_003_PAV_PLANTA_BAIXA_R01.pdf
ELETRICA,.pdf,4.303,2026-06-09T13:47:26,ELETRICA\040 - AP - Anteprojeto\PDF\AMS_FLOW_ELE_AP_004_PAV_PLANTA_BAIXA_R00.pdf
ELETRICA,.pdf,3.54,2026-06-09T13:47:26,ELETRICA\040 - AP - Anteprojeto\PDF\AMS_FLOW_ELE_AP_004_PAV_PLANTA_BAIXA_R01.pdf
ELETRICA,.pdf,2.472,2026-06-09T13:47:24,ELETRICA\040 - AP - Anteprojeto\PDF\AMS_FLOW_ELE_AP_005_BAR_PLANTA_BAIXA_R00.pdf
ELETRICA,.pdf,2.554,2026-06-09T13:47:22,ELETRICA\040 - AP - Anteprojeto\PDF\AMS_FLOW_ELE_AP_005_BAR_PLANTA_BAIXA_R01.pdf
EST,.dwg,0.29,2026-06-09T13:40:26,EST\DWG\AMS_FLOW_EST_AP_001_TER_FORMA DO PISO DO TÉRREO (BLOCO A)_R01.dwg
EST,.dwg,0.33,2026-06-09T13:40:26,EST\DWG\AMS_FLOW_EST_AP_002_1PAV_FORMA DO PISO DO 1º TIPO (BLOCO A)_R01.dwg
EST,.dwg,0.359,2026-06-09T13:40:26,EST\DWG\AMS_FLOW_EST_AP_002_1PAV_FORMA DO PISO DO 1º TIPO (BLOCO A)_R02.dwg
EST,.dwg,0.246,2026-06-09T13:40:26,EST\DWG\AMS_FLOW_EST_AP_003_2PAV_FORMA DO PISO DO 2º TIPO (BLOCO A)_R01.dwg
EST,.dwg,0.304,2026-06-09T13:40:26,EST\DWG\AMS_FLOW_EST_AP_003_2PAV_FORMA DO PISO DO 2º TIPO (BLOCO A)_R02.dwg
EST,.dwg,0.284,2026-06-09T13:40:26,EST\DWG\AMS_FLOW_EST_AP_004_3PAV_FORMA DO PISO DO 3º TIPO (BLOCO A)_R01.dwg
EST,.dwg,0.32,2026-06-09T13:40:26,EST\DWG\AMS_FLOW_EST_AP_004_3PAV_FORMA DO PISO DO 3º TIPO (BLOCO A)_R02.dwg
EST,.dwg,0.299,2026-06-09T13:40:26,EST\DWG\AMS_FLOW_EST_AP_005_INT_FORMA DO PISO DO INTERMEDIÁRIO (BLOCO A)_R01.dwg
EST,.dwg,0.352,2026-06-09T13:40:28,EST\DWG\AMS_FLOW_EST_AP_005_INT_FORMA DO PISO DO INTERMEDIÁRIO (BLOCO A)_R02.dwg
EST,.dwg,0.33,2026-06-09T13:40:26,EST\DWG\AMS_FLOW_EST_AP_006_COB_FORMA DO PISO DA COBERTURA (BLOCO A)_R01.dwg
EST,.dwg,0.346,2026-06-09T13:40:26,EST\DWG\AMS_FLOW_EST_AP_006_COB_FORMA DO PISO DA COBERTURA (BLOCO A)_R02.dwg
EST,.dwg,0.255,2026-06-09T13:40:26,"EST\DWG\AMS_FLOW_EST_AP_007_BAR_FORMA DO PISO DO BARRILETE, CASA DE MÁQUINAS, FUNDO E TAMPA DA CAIXA D'ÁGUA (BLOCO A)_R01.dwg"
EST,.dwg,0.277,2026-06-09T13:40:26,"EST\DWG\AMS_FLOW_EST_AP_007_BAR_FORMA DO PISO DO BARRILETE, CASA DE MÁQUINAS, FUNDO E TAMPA DA CAIXA D'ÁGUA (BLOCO A)_R02.dwg"
EST,.dwg,0.251,2026-06-09T13:40:26,"EST\DWG\AMS_FLOW_EST_AP_007_BAR_FORMA DO PISO DO BARRILETE, FUNDO E TAMPA DA CAIXA D'ÁGUA (BLOCO A)_R02.dwg"
EST,.dwg,0.285,2026-06-09T13:40:26,EST\DWG\AMS_FLOW_EST_AP_008_TER_FORMA DO PISO DO TÉRREO (BLOCO B)_R01.dwg
EST,.dwg,0.341,2026-06-09T13:40:26,EST\DWG\AMS_FLOW_EST_AP_009_1PAV_FORMA DO PISO DO 1º TIPO (BLOCO B)_R01.dwg
EST,.dwg,0.315,2026-06-09T13:40:26,EST\DWG\AMS_FLOW_EST_AP_009_1PAV_FORMA DO PISO DO 1º TIPO (BLOCO B)_R02.dwg
EST,.dwg,0.277,2026-06-09T13:40:24,EST\DWG\AMS_FLOW_EST_AP_010_2PAV_FORMA DO PISO DO 2º TIPO (BLOCO B)_R01.dwg
EST,.dwg,0.284,2026-06-09T13:40:28,EST\DWG\AMS_FLOW_EST_AP_010_2PAV_FORMA DO PISO DO 2º TIPO (BLOCO B)_R02.dwg
EST,.dwg,0.312,2026-06-09T13:40:26,EST\DWG\AMS_FLOW_EST_AP_011_3PAV_FORMA DO PISO DO 3º TIPO (BLOCO B)_R01.dwg
EST,.dwg,0.313,2026-06-09T13:40:28,EST\DWG\AMS_FLOW_EST_AP_011_3PAV_FORMA DO PISO DO 3º TIPO (BLOCO B)_R02.dwg
EST,.dwg,0.326,2026-06-09T13:40:26,EST\DWG\AMS_FLOW_EST_AP_012_INT_FORMA DO PISO DO INTERMEDIÁRIO (BLOCO B)_R01.dwg
EST,.dwg,0.334,2026-06-09T13:40:28,EST\DWG\AMS_FLOW_EST_AP_012_INT_FORMA DO PISO DO INTERMEDIÁRIO (BLOCO B)_R02.dwg
EST,.dwg,0.343,2026-06-09T13:40:26,EST\DWG\AMS_FLOW_EST_AP_013_COB_FORMA DO PISO DA COBERTURA (BLOCO B)_R01.dwg
EST,.dwg,0.34,2026-06-09T13:40:26,EST\DWG\AMS_FLOW_EST_AP_013_COB_FORMA DO PISO DA COBERTURA (BLOCO B)_R02.dwg
EST,.dwg,0.285,2026-06-09T13:40:26,"EST\DWG\AMS_FLOW_EST_AP_014_BAR_FORMA DO PISO DO BARRILETE, CASA DE MÁQUINAS, FUNDO E TAMPA DA CAIXA D'ÁGUA (BLOCO B)_R01.dwg"
EST,.dwg,0.28,2026-06-09T13:40:26,"EST\DWG\AMS_FLOW_EST_AP_014_BAR_FORMA DO PISO DO BARRILETE, CASA DE MÁQUINAS, FUNDO E TAMPA DA CAIXA D'ÁGUA (BLOCO B)_R02.dwg"
EST,.dwg,0.255,2026-06-09T13:40:28,"EST\DWG\AMS_FLOW_EST_AP_014_BAR_FORMA DO PISO DO BARRILETE, CASA DE MÁQUINAS, FUNDO E TAMPA DA CAIXA D'ÁGUA (BLOCO B)_R03.dwg"
EST,.dwg,0.276,2026-06-09T13:40:26,EST\DWG\AMS_FLOW_EST_AP_015_TER_FORMA DO PISO DO TÉRREO (BLOCO C)_R01.dwg
EST,.dwg,0.246,2026-06-09T13:40:24,EST\DWG\AMS_FLOW_EST_AP_016_1PAV_FORMA DO PISO DO 1º TIPO (BLOCO C)_R01.dwg
EST,.dwg,0.339,2026-06-09T13:40:26,EST\DWG\AMS_FLOW_EST_AP_016_1PAV_FORMA DO PISO DO 1º TIPO (BLOCO C)_R02.dwg
EST,.dwg,0.193,2026-06-09T13:40:24,EST\DWG\AMS_FLOW_EST_AP_017_2PAV_FORMA DO PISO DO 2º TIPO (BLOCO C)_R01.dwg
EST,.dwg,0.305,2026-06-09T13:40:28,EST\DWG\AMS_FLOW_EST_AP_017_2PAV_FORMA DO PISO DO 2º TIPO (BLOCO C)_R02.dwg
EST,.dwg,0.224,2026-06-09T13:40:24,EST\DWG\AMS_FLOW_EST_AP_018_3PAV_FORMA DO PISO DO 3º TIPO (BLOCO C)_R01.dwg
EST,.dwg,0.329,2026-06-09T13:40:28,EST\DWG\AMS_FLOW_EST_AP_018_3PAV_FORMA DO PISO DO 3º TIPO (BLOCO C)_R02.dwg
EST,.dwg,0.238,2026-06-09T13:40:24,EST\DWG\AMS_FLOW_EST_AP_019_INT_FORMA DO PISO DO INTERMEDIÁRIO (BLOCO C)_R01.dwg
EST,.dwg,0.343,2026-06-09T13:40:28,EST\DWG\AMS_FLOW_EST_AP_019_INT_FORMA DO PISO DO INTERMEDIÁRIO (BLOCO C)_R02.dwg
EST,.dwg,0.334,2026-06-09T13:40:26,EST\DWG\AMS_FLOW_EST_AP_020_COB_FORMA DO PISO DA COBERTURA (BLOCO C)_R01.dwg
EST,.dwg,0.252,2026-06-09T13:40:26,EST\DWG\AMS_FLOW_EST_AP_020_COB_FORMA DO PISO DA COBERTURA (BLOCO C)_R02.dwg
EST,.dwg,0.278,2026-06-09T13:40:28,"EST\DWG\AMS_FLOW_EST_AP_021_BAR_FORMA DO PISO DO BARRILETE,  FUNDO E TAMPA DA CAIXA D'ÁGUA (BLOCO C)_R02.dwg"
EST,.dwg,0.188,2026-06-09T13:40:24,"EST\DWG\AMS_FLOW_EST_AP_021_BAR_FORMA DO PISO DO BARRILETE, CASA DE MÁQUINAS, FUNDO E TAMPA DA CAIXA D'ÁGUA (BLOCO C)_R01.dwg"
EST,.dwg,0.275,2026-06-09T13:40:26,EST\DWG\AMS_FLOW_EST_AP_022_TER_FORMA DO PISO DO TÉRREO (BLOCO D)_R01.dwg
EST,.dwg,0.304,2026-06-09T13:40:24,EST\DWG\AMS_FLOW_EST_AP_023_1PAV_FORMA DO PISO DO 1º TIPO (BLOCO D)_R01.dwg
EST,.dwg,0.307,2026-06-09T13:40:26,EST\DWG\AMS_FLOW_EST_AP_023_1PAV_FORMA DO PISO DO 1º TIPO (BLOCO D)_R02.dwg
EST,.dwg,0.273,2026-06-09T13:40:26,EST\DWG\AMS_FLOW_EST_AP_024_2PAV_FORMA DO PISO DO 2º TIPO (BLOCO D)_R01.dwg
EST,.dwg,0.293,2026-06-09T13:40:28,EST\DWG\AMS_FLOW_EST_AP_024_2PAV_FORMA DO PISO DO 2º TIPO (BLOCO D)_R02.dwg
EST,.dwg,0.289,2026-06-09T13:40:24,EST\DWG\AMS_FLOW_EST_AP_025_3PAV_FORMA DO PISO DO 3º TIPO (BLOCO D)_R01.dwg
EST,.dwg,0.305,2026-06-09T13:40:26,EST\DWG\AMS_FLOW_EST_AP_025_3PAV_FORMA DO PISO DO 3º TIPO (BLOCO D)_R02.dwg
EST,.dwg,0.297,2026-06-09T13:40:26,EST\DWG\AMS_FLOW_EST_AP_026_INT_FORMA DO PISO DO INTERMEDIÁRIO (BLOCO D)_R01.dwg
EST,.dwg,0.323,2026-06-09T13:40:26,EST\DWG\AMS_FLOW_EST_AP_026_INT_FORMA DO PISO DO INTERMEDIÁRIO (BLOCO D)_R02.dwg
EST,.dwg,0.334,2026-06-09T13:40:26,EST\DWG\AMS_FLOW_EST_AP_027_COB_FORMA DO PISO DA COBERTURA (BLOCO D)_R01.dwg
EST,.dwg,0.322,2026-06-09T13:40:26,EST\DWG\AMS_FLOW_EST_AP_027_COB_FORMA DO PISO DA COBERTURA (BLOCO D)_R02.dwg
EST,.dwg,0.28,2026-06-09T13:40:26,"EST\DWG\AMS_FLOW_EST_AP_028_BAR_FORMA DO PISO DO BARRILETE,  FUNDO E TAMPA DA CAIXA D'ÁGUA (BLOCO D)_R02.dwg"
EST,.dwg,0.283,2026-06-09T13:40:26,"EST\DWG\AMS_FLOW_EST_AP_028_BAR_FORMA DO PISO DO BARRILETE, CASA DE MÁQUINAS, FUNDO E TAMPA DA CAIXA D'ÁGUA (BLOCO D)_R01.dwg"
EST,.ifc,2.237,2026-06-09T13:40:26,EST\IFC\AMS_FLOW_EST_AP_001_MOD_MODELO IFC_R01.ifc
EST,.rvt,18.91,2026-06-09T13:40:28,EST\IFC\AMS_FLOW_EST_AP_001_MOD_MODELO IFC_R01.rvt
EST,.ifc,6.349,2026-06-09T13:40:26,EST\IFC\AMS_FLOW_EST_AP_001_MOD_MODELO IFC_R02.ifc
EST,.rvt,45.855,2026-06-09T13:40:32,EST\IFC\AMS_FLOW_EST_AP_001_MOD_MODELO IFC_R02.rvt
EST,.ifc,8.927,2026-06-09T13:40:28,EST\IFC\AMS_FLOW_EST_AP_001_MOD_MODELO IFC_R03.ifc
EST,.rvt,64.582,2026-06-09T13:40:52,EST\IFC\AMS_FLOW_EST_AP_001_MOD_MODELO IFC_R03.rvt
EST,.ifc,9.028,2026-06-09T13:40:28,EST\IFC\AMS_FLOW_EST_AP_001_MOD_MODELO IFC_R04.ifc
EST,.rvt,48.223,2026-06-09T13:40:36,EST\IFC\AMS_FLOW_EST_AP_001_MOD_MODELO IFC_R04.rvt
EST,.ifc,9.106,2026-06-09T13:40:32,EST\IFC\AMS_FLOW_EST_AP_001_MOD_MODELO IFC_R05.ifc
EST,.rvt,59.055,2026-06-09T13:40:42,EST\IFC\AMS_FLOW_EST_AP_001_MOD_MODELO IFC_R05.rvt
EST,.ifc,9.106,2026-06-09T13:40:30,EST\IFC\AMS_FLOW_EST_AP_001_MOD_MODELO IFC_R06.ifc
EST,.rvt,58.891,2026-06-09T13:40:46,EST\IFC\AMS_FLOW_EST_AP_001_MOD_MODELO IFC_R06.rvt
EST,.pdf,1.278,2026-06-09T13:40:20,EST\PDF\AMS_FLOW_EST_AP_001_TER_FORMA DO PISO DO TÉRREO (BLOCO A)_R01.pdf
EST,.pdf,1.538,2026-06-09T13:40:22,EST\PDF\AMS_FLOW_EST_AP_002_1PAV_FORMA DO PISO DO 1º TIPO (BLOCO A)_R02.pdf
EST,.pdf,1.173,2026-06-09T13:40:24,EST\PDF\AMS_FLOW_EST_AP_003_2PAV_FORMA DO PISO DO 2º TIPO (BLOCO A)_R02.pdf
EST,.pdf,1.334,2026-06-09T13:40:24,EST\PDF\AMS_FLOW_EST_AP_004_3PAV_FORMA DO PISO DO 3º TIPO (BLOCO A)_R02.pdf
EST,.pdf,1.502,2026-06-09T13:40:24,EST\PDF\AMS_FLOW_EST_AP_005_INT_FORMA DO PISO DO INTERMEDIÁRIO (BLOCO A)_R02.pdf
EST,.pdf,1.437,2026-06-09T13:40:22,EST\PDF\AMS_FLOW_EST_AP_006_COB_FORMA DO PISO DA COBERTURA (BLOCO A)_R02.pdf
EST,.pdf,1.156,2026-06-09T13:40:22,"EST\PDF\AMS_FLOW_EST_AP_007_BAR_FORMA DO PISO DO BARRILETE, CASA DE MÁQUINAS, FUNDO E TAMPA DA CAIXA D'ÁGUA (BLOCO A)_R02.pdf"
EST,.pdf,1.111,2026-06-09T13:40:24,"EST\PDF\AMS_FLOW_EST_AP_007_BAR_FORMA DO PISO DO BARRILETE, FUNDO E TAMPA DA CAIXA D'ÁGUA (BLOCO A)_R02.pdf"
EST,.pdf,1.465,2026-06-09T13:40:22,EST\PDF\AMS_FLOW_EST_AP_009_1PAV_FORMA DO PISO DO 1º TIPO (BLOCO B)_R02.pdf
EST,.pdf,1.205,2026-06-09T13:40:22,EST\PDF\AMS_FLOW_EST_AP_010_2PAV_FORMA DO PISO DO 2º TIPO (BLOCO B)_R02.pdf
EST,.pdf,1.394,2026-06-09T13:40:20,EST\PDF\AMS_FLOW_EST_AP_011_3PAV_FORMA DO PISO DO 3º TIPO (BLOCO B)_R02.pdf
EST,.pdf,1.498,2026-06-09T13:40:22,EST\PDF\AMS_FLOW_EST_AP_012_INT_FORMA DO PISO DO INTERMEDIÁRIO (BLOCO B)_R02.pdf
EST,.pdf,1.499,2026-06-09T13:40:22,EST\PDF\AMS_FLOW_EST_AP_013_COB_FORMA DO PISO DA COBERTURA (BLOCO B)_R02.pdf
EST,.pdf,1.134,2026-06-09T13:40:22,"EST\PDF\AMS_FLOW_EST_AP_014_BAR_FORMA DO PISO DO BARRILETE, CASA DE MÁQUINAS, FUNDO E TAMPA DA CAIXA D'ÁGUA (BLOCO B)_R03.pdf"
EST,.pdf,1.241,2026-06-09T13:40:22,EST\PDF\AMS_FLOW_EST_AP_015_TER_FORMA DO PISO DO TÉRREO (BLOCO C)_R01.pdf
EST,.pdf,1.467,2026-06-09T13:40:24,EST\PDF\AMS_FLOW_EST_AP_016_1PAV_FORMA DO PISO DO 1º TIPO (BLOCO C)_R02.pdf
EST,.pdf,1.218,2026-06-09T13:40:22,EST\PDF\AMS_FLOW_EST_AP_017_2PAV_FORMA DO PISO DO 2º TIPO (BLOCO C)_R02.pdf
EST,.pdf,1.365,2026-06-09T13:40:22,EST\PDF\AMS_FLOW_EST_AP_018_3PAV_FORMA DO PISO DO 3º TIPO (BLOCO C)_R02.pdf
EST,.pdf,1.509,2026-06-09T13:40:22,EST\PDF\AMS_FLOW_EST_AP_019_INT_FORMA DO PISO DO INTERMEDIÁRIO (BLOCO C)_R02.pdf
EST,.pdf,1.4,2026-06-09T13:40:20,EST\PDF\AMS_FLOW_EST_AP_020_COB_FORMA DO PISO DA COBERTURA (BLOCO C)_R02.pdf
EST,.pdf,1.134,2026-06-09T13:40:22,"EST\PDF\AMS_FLOW_EST_AP_021_BAR_FORMA DO PISO DO BARRILETE,  FUNDO E TAMPA DA CAIXA D'ÁGUA (BLOCO C)_R02.pdf"
EST,.pdf,1.133,2026-06-09T13:40:22,EST\PDF\AMS_FLOW_EST_AP_022_TER_FORMA DO PISO DO TÉRREO (BLOCO D)_R01.pdf
EST,.pdf,1.248,2026-06-09T13:40:22,EST\PDF\AMS_FLOW_EST_AP_023_1PAV_FORMA DO PISO DO 1º TIPO (BLOCO D)_R02.pdf
EST,.pdf,1.107,2026-06-09T13:40:20,EST\PDF\AMS_FLOW_EST_AP_024_2PAV_FORMA DO PISO DO 2º TIPO (BLOCO D)_R02.pdf
EST,.pdf,1.225,2026-06-09T13:40:22,EST\PDF\AMS_FLOW_EST_AP_025_3PAV_FORMA DO PISO DO 3º TIPO (BLOCO D)_R02.pdf
EST,.pdf,1.299,2026-06-09T13:40:24,EST\PDF\AMS_FLOW_EST_AP_026_INT_FORMA DO PISO DO INTERMEDIÁRIO (BLOCO D)_R02.pdf
EST,.pdf,1.341,2026-06-09T13:40:20,EST\PDF\AMS_FLOW_EST_AP_027_COB_FORMA DO PISO DA COBERTURA (BLOCO D)_R02.pdf
EST,.pdf,1.102,2026-06-09T13:40:22,"EST\PDF\AMS_FLOW_EST_AP_028_BAR_FORMA DO PISO DO BARRILETE,  FUNDO E TAMPA DA CAIXA D'ÁGUA (BLOCO D)_R02.pdf"
ETE,.pdf,4.055,2026-06-09T13:47:30,ETE\AMS_FLOW_ETE_PL_001_DOC_PROJETOETE_R00.pdf
ETE,.pdf,8.091,2026-06-09T13:47:30,ETE\AMS_FLOW_ETE_PL_002_DOC_MANUALDEOPERACAOOEMANUTENCAO_R00.pdf
ETE,.pdf,3.018,2026-06-09T13:47:30,ETE\AMS_FLOW_ETE_PL_003_DOC_MEMORIALDESCRITIVOEDECALCULO_R00.pdf
ETE,.pdf,0.165,2026-06-09T13:47:30,ETE\AMS_FLOW_ETE_PL_004_DOC_ART_R00.pdf
ETE,.pdf,0.402,2026-06-09T13:47:30,ETE\AMS_FLOW_ETE_PL_004_DOC_PLANODEMONITORAMENTOETE_R00.pdf
FUND,.dwg,0.125,2026-06-09T13:40:44,FUND\DWG\AMS_FLOW_FUN_AP_001_FUN_LOCAÇÃO DO CENTRO GEOMÉTRICO E CARGAS DOS PILARES (BLOCO A)_R01.dwg
FUND,.dwg,0.117,2026-06-09T13:40:44,FUND\DWG\AMS_FLOW_FUN_AP_002_FUN_LOCAÇÃO DO CENTRO GEOMÉTRICO E CARGAS DOS PILARES (BLOCO B)_R01.dwg
FUND,.dwg,0.212,2026-06-09T13:40:44,FUND\DWG\AMS_FLOW_FUN_AP_003_FUN_LOCAÇÃO DO CENTRO GEOMÉTRICO E CARGAS DOS PILARES (BLOCO C)_R01.dwg
FUND,.dwg,0.111,2026-06-09T13:40:44,FUND\DWG\AMS_FLOW_FUN_AP_004_FUN_LOCAÇÃO DO CENTRO GEOMÉTRICO E CARGAS DOS PILARES (BLOCO D)_R01.dwg
FUND,.dwg,0.304,2026-06-09T13:40:44,FUND\DWG\AMS_FLOW_FUN_AP_005_FUN_ESTAC_R01.dwg
FUND,.dwg,0.297,2026-06-09T13:40:44,FUND\DWG\AMS_FLOW_FUN_AP_006_FUN_ESTAC_R01.dwg
FUND,.dwg,0.375,2026-06-09T13:40:44,FUND\DWG\AMS_FLOW_FUN_AP_007_FUN_ESTAC_R01.dwg
FUND,.dwg,0.288,2026-06-09T13:40:44,FUND\DWG\AMS_FLOW_FUN_AP_008_FUN_ESTAC_R01.dwg
FUND,.pdf,0.493,2026-06-09T13:40:44,FUND\PDF\AMS_FLOW_FUN_AP_001_FUN_LOCAÇÃO DO CENTRO GEOMÉTRICO E CARGAS DOS PILARES (BLOCO A)_R01.pdf
FUND,.pdf,0.484,2026-06-09T13:40:44,FUND\PDF\AMS_FLOW_FUN_AP_002_FUN_LOCAÇÃO DO CENTRO GEOMÉTRICO E CARGAS DOS PILARES (BLOCO B)_R01.pdf
FUND,.pdf,0.726,2026-06-09T13:40:44,FUND\PDF\AMS_FLOW_FUN_AP_003_FUN_LOCAÇÃO DO CENTRO GEOMÉTRICO E CARGAS DOS PILARES (BLOCO C)_R01.pdf
FUND,.pdf,0.465,2026-06-09T13:40:44,FUND\PDF\AMS_FLOW_FUN_AP_004_FUN_LOCAÇÃO DO CENTRO GEOMÉTRICO E CARGAS DOS PILARES (BLOCO D)_R01.pdf
FUND,.pdf,0.13,2026-06-09T13:40:44,FUND\PDF\AMS_FLOW_FUN_AP_005_FUN_ESTAC_R01.pdf
FUND,.pdf,0.133,2026-06-09T13:40:44,FUND\PDF\AMS_FLOW_FUN_AP_006_FUN_ESTAC_R01.pdf
FUND,.pdf,0.173,2026-06-09T13:40:44,FUND\PDF\AMS_FLOW_FUN_AP_007_FUN_ESTAC_R01.pdf
FUND,.pdf,0.113,2026-06-09T13:40:44,FUND\PDF\AMS_FLOW_FUN_AP_008_FUN_ESTAC_R01.pdf
HID,.jpg,0.106,2026-06-09T13:47:46,HID\040 - AP - Anteprojeto\DWG\AMS_FLOW_HID_AP_001_MOD_MODELORVT_R01-LOGO-VERTICAL-TAGLINE-01-14712507.jpg
HID,.dwg,2.898,2026-06-09T13:47:46,HID\040 - AP - Anteprojeto\DWG\AMS_FLOW_HID_AP_001_TER_PLANTA_BAIXA_R00.dwg
HID,.dwg,3.343,2026-06-09T13:47:46,HID\040 - AP - Anteprojeto\DWG\AMS_FLOW_HID_AP_001_TER_PLANTA_BAIXA_R01.dwg
HID,.dwg,1.762,2026-06-09T13:47:46,HID\040 - AP - Anteprojeto\DWG\AMS_FLOW_HID_AP_002_TER_PLANTA_BAIXA_R00.dwg
HID,.dwg,1.784,2026-06-09T13:47:48,HID\040 - AP - Anteprojeto\DWG\AMS_FLOW_HID_AP_002_TER_PLANTA_BAIXA_R01.dwg
HID,.dwg,23.0,2026-06-09T13:48:00,HID\040 - AP - Anteprojeto\DWG\AMS_FLOW_HID_AP_003_PAV_PLANTA_BAIXA_R00.dwg
HID,.dwg,23.831,2026-06-09T13:48:08,HID\040 - AP - Anteprojeto\DWG\AMS_FLOW_HID_AP_003_PAV_PLANTA_BAIXA_R01.dwg
HID,.dwg,23.352,2026-06-09T13:48:02,HID\040 - AP - Anteprojeto\DWG\AMS_FLOW_HID_AP_004_PAV_PLANTA_BAIXA_R00.dwg
HID,.dwg,22.501,2026-06-09T13:48:06,HID\040 - AP - Anteprojeto\DWG\AMS_FLOW_HID_AP_004_PAV_PLANTA_BAIXA_R01.dwg
HID,.dwg,15.804,2026-06-09T13:48:04,HID\040 - AP - Anteprojeto\DWG\AMS_FLOW_HID_AP_005_PAV_PLANTA_BAIXA_R00.dwg
HID,.dwg,15.729,2026-06-09T13:47:56,HID\040 - AP - Anteprojeto\DWG\AMS_FLOW_HID_AP_005_PAV_PLANTA_BAIXA_R01.dwg
HID,.dwg,12.434,2026-06-09T13:47:50,HID\040 - AP - Anteprojeto\DWG\AMS_FLOW_HID_AP_006_INT_PLANTA_BAIXA_R00.dwg
HID,.dwg,12.563,2026-06-09T13:47:54,HID\040 - AP - Anteprojeto\DWG\AMS_FLOW_HID_AP_006_INT_PLANTA_BAIXA_R01.dwg
HID,.dwg,6.021,2026-06-09T13:47:48,HID\040 - AP - Anteprojeto\DWG\AMS_FLOW_HID_AP_007_COB_PLANTA_BAIXA_R00.dwg
HID,.dwg,6.561,2026-06-09T13:47:52,HID\040 - AP - Anteprojeto\DWG\AMS_FLOW_HID_AP_007_COB_PLANTA_BAIXA_R01.dwg
HID,.dwg,1.411,2026-06-09T13:47:46,HID\040 - AP - Anteprojeto\DWG\AMS_FLOW_HID_AP_008_BAR_PLANTA_BAIXA_R00.dwg
HID,.dwg,0.677,2026-06-09T13:47:44,HID\040 - AP - Anteprojeto\DWG\AMS_FLOW_HID_AP_009_RES_PLANTA_BAIXA_R00.dwg
HID,.dwg,1.333,2026-06-09T13:47:46,HID\040 - AP - Anteprojeto\DWG\AMS_FLOW_HID_AP_010_COB_PLANTA_BAIXA_R00.dwg
HID,.ifc,148.696,2026-06-09T13:48:16,HID\040 - AP - Anteprojeto\IFC\AMS_FLOW_HID_AP_001_MOD_MODELO_IFC_R00.ifc
HID,.ifc,186.859,2026-06-09T13:48:28,HID\040 - AP - Anteprojeto\IFC\AMS_FLOW_HID_AP_001_MOD_MODELO_IFC_R01.ifc
HID,.pdf,2.817,2026-06-09T13:47:46,HID\040 - AP - Anteprojeto\PDF\AMS_FLOW_HID_AP_001_TER_PLANTA_BAIXA_R00.pdf
HID,.pdf,2.084,2026-06-09T13:47:48,HID\040 - AP - Anteprojeto\PDF\AMS_FLOW_HID_AP_001_TER_PLANTA_BAIXA_R01.pdf
HID,.pdf,2.062,2026-06-09T13:47:46,HID\040 - AP - Anteprojeto\PDF\AMS_FLOW_HID_AP_002_TER_PLANTA_BAIXA_R00.pdf
HID,.pdf,1.681,2026-06-09T13:47:48,HID\040 - AP - Anteprojeto\PDF\AMS_FLOW_HID_AP_002_TER_PLANTA_BAIXA_R01.pdf
HID,.pdf,9.287,2026-06-09T13:47:52,HID\040 - AP - Anteprojeto\PDF\AMS_FLOW_HID_AP_003_PAV_PLANTA_BAIXA_R00.pdf
HID,.pdf,10.027,2026-06-09T13:48:02,HID\040 - AP - Anteprojeto\PDF\AMS_FLOW_HID_AP_003_PAV_PLANTA_BAIXA_R01.pdf
HID,.pdf,10.157,2026-06-09T13:47:50,HID\040 - AP - Anteprojeto\PDF\AMS_FLOW_HID_AP_004_PAV_PLANTA_BAIXA_R00.pdf
HID,.pdf,9.25,2026-06-09T13:47:54,HID\040 - AP - Anteprojeto\PDF\AMS_FLOW_HID_AP_004_PAV_PLANTA_BAIXA_R01.pdf
HID,.pdf,11.485,2026-06-09T13:47:58,HID\040 - AP - Anteprojeto\PDF\AMS_FLOW_HID_AP_005_PAV_PLANTA_BAIXA_R00.pdf
HID,.pdf,9.882,2026-06-09T13:47:58,HID\040 - AP - Anteprojeto\PDF\AMS_FLOW_HID_AP_005_PAV_PLANTA_BAIXA_R01.pdf
HID,.pdf,6.584,2026-06-09T13:47:48,HID\040 - AP - Anteprojeto\PDF\AMS_FLOW_HID_AP_006_INT_PLANTA_BAIXA_R00.pdf
HID,.pdf,5.793,2026-06-09T13:47:52,HID\040 - AP - Anteprojeto\PDF\AMS_FLOW_HID_AP_006_INT_PLANTA_BAIXA_R01.pdf
