path,cliente,projeto,xlsx_name,abas_encontradas,aba_gerenciamento_usada,total_gerenciamento,grand_total,ac_m2,pct_gerenciamento,rsm2_gerenciamento,status,erro
G:\Drives compartilhados\03 CTN Projetos\2. Projetos em Andamento\_Entregas\Orçamento_executivo\Pass-e\Belissimo\CTN-PAS-BEL-Apresentação Orçamento - R01.xlsx,Pass-e,Belissimo,CTN-PAS-BEL-Apresentação Orçamento - R01.xlsx,Orçamento Resumo|Análise custos|Planilha2,,,30984116.579999994,,,,ok,
G:\Drives compartilhados\03 CTN Projetos\2. Projetos em Andamento\_Entregas\Orçamento_executivo\Pass-e\Celebration\CTN-PAS-CLB- Apresentação Orçamento - R02.xlsx,Pass-e,Celebration,CTN-PAS-CLB- Apresentação Orçamento - R02.xlsx,Relatório|ORÇAMENTO_EXECUTIVO|ORÇAMENTO_PRIVATIVA|ANÁLISE_CUSTOS|EXCLUSÃO_CUB|CÁLCULO_MÉDIAS,,,,,,,ok,
G:\Drives compartilhados\03 CTN Projetos\2. Projetos em Andamento\_Entregas\Orçamento_executivo\Pass-e\Connect\CTN-PAS-CNC - Orçamento_R06.xlsx,Pass-e,Connect,CTN-PAS-CNC - Orçamento_R06.xlsx,BASES|Apoio|CPU|Insumos|Obra |Versões|Ger_Tec e Adm|EPCs|CANTEIRO|Ger_Executivo|ARQUITETURA|Aço_Infraestrutura|Supraestrutura|SISTEMAS ESPECIAIS|PISCINAS |MOBILIÁRIO|LOUÇAS E METAIS|Fundação Rasa|Estacas|HIDROSSANITÁRIO_Qtvos,CANTEIRO,52000.0,,,,,ok,
G:\Drives compartilhados\03 CTN Projetos\2. Projetos em Andamento\_Entregas\Orçamento_executivo\Pass-e\Connect\CTN-PAS-CNC - Orçamento_R06_entregável.xlsx,Pass-e,Connect,CTN-PAS-CNC - Orçamento_R06_entregável.xlsx,Obra |Versões|Ger_Tec e Adm|EPCs|CANTEIRO|Ger_Executivo|ARQUITETURA|Aço_Infraestrutura|Supraestrutura|SISTEMAS ESPECIAIS|PISCINAS |MOBILIÁRIO|LOUÇAS E METAIS|Fundação Rasa|Estacas|HIDROSSANITÁRIO_Qtvos|HIDROSSANITÁRIO_ESTIMATIVA|ELÉTRICA_Qtvos|ELÉTRICA_ESTIMATIVA|PPCI-ESTIMATIVA,CANTEIRO,52000.0,,,,,ok,
G:\Drives compartilhados\03 CTN Projetos\2. Projetos em Andamento\_Entregas\Orçamento_executivo\Pass-e\Connect\CTN-PAS-CNC- Apresentação Orçamento - R01.xlsx,Pass-e,Connect,CTN-PAS-CNC- Apresentação Orçamento - R01.xlsx,ORÇAMENTO_EXECUTIVO|ANÁLISE_CUSTOS|AREA PRIVATIVA|VERSÕES|CÁLCULO_MÉDIAS|CONTRUTORA|SUPRAESTRUTURA,,,,,,,ok,
G:\Drives compartilhados\03 CTN Projetos\2. Projetos em Andamento\_Entregas\Orçamento_executivo\Pass-e\Passione\CTN_PAS_PSN - Orçamento_R05.xlsb.xlsx,Pass-e,Passione,CTN_PAS_PSN - Orçamento_R05.xlsb.xlsx,Ensaios |Insumos|CPU|BASES|PROJETOS|Obra |Versões|Ger_Tec e Adm|EPCs|CANTEIRO|Ger_Executivo|Arquitetura|LOUÇAS E METAIS|Estacas|Supraestrutura|Aço_Infraestrutura|Fundação Rasa|ELÉTRICA_ESTIMATIVA|HIDROSSANITÁRIO_ESTIMATIVA|PPCI-ESTIMATIVA,CANTEIRO,52000.0,,,,,ok,
G:\Drives compartilhados\03 CTN Projetos\2. Projetos em Andamento\_Entregas\Orçamento_executivo\Pass-e\Vancouver\CTN - PAS_VCV - Apresentação_Orçamento_R03.xlsx,Pass-e,Vancouver,CTN - PAS_VCV - Apresentação_Orçamento_R03.xlsx,Gerenciamento executivo |Executivo|Planilha3,Gerenciamento executivo ,13723452.47,,,,,ok,
G:\Drives compartilhados\03 CTN Projetos\2. Projetos em Andamento\_Entregas\Orçamento_executivo\Pavcor\CTN-PVC_CNQ - Orçamento Executivo_R01-Entregável.xlsx,Pavcor,CTN-PVC_CNQ - Orçamento Executivo_R01-Entregável.xlsx,CTN-PVC_CNQ - Orçamento Executivo_R01-Entregável.xlsx,CAPA|EAP|Ger_Tec e Adm|Ger_Executivo|CPU|Insumos|CANTEIRO|EPCs|Cont.Tecnol.|Estacas|Fund. Rasa | Contenção|Supra pilares|Resumo Estrutura|Escoramento|ARQUITETURA|HIDROSSANITÁRIO|ELÉTRICA|PPCI |LEVANTAMENTO MANUAL|Exautão e Climatização,,,,,,,ok,
G:\Drives compartilhados\03 CTN Projetos\2. Projetos em Andamento\_Entregas\Orçamento_executivo\Rosner\Reserva São Vicente\CTN_RSN-RSV - Orçamento_R01.xlsx,Rosner,Reserva São Vicente,CTN_RSN-RSV - Orçamento_R01.xlsx,Obra|Canteiro|EPC's|Ensaios|ORÇAMENTO|ARQUITETURA|ESTACAS|INFRA|Blocos|Vigas Fundação|SUPRA|Vigas|Lajes|Escada|INSTALAÇÕES|HIDRO|HIDRO - Insumos|ELETR|ELETR - Insumos|PREV,Canteiro,50500.0,,,,,ok,
G:\Drives compartilhados\03 CTN Projetos\2. Projetos em Andamento\_Entregas\Orçamento_executivo\SAK Engenharia\CTN-SAK-AUS- Apresentação Orçamento - R00.xlsx,SAK Engenharia,CTN-SAK-AUS- Apresentação Orçamento - R00.xlsx,CTN-SAK-AUS- Apresentação Orçamento - R00.xlsx,ORÇAMENTO_EXECUTIVO|ANÁLISE_CUSTOS|CÁLCULO_MÉDIAS|ORÇAMENTO_PARAMÉTRICO,,,,,,,ok,
G:\Drives compartilhados\03 CTN Projetos\2. Projetos em Andamento\_Entregas\Orçamento_executivo\SAK Engenharia\CTN_SAK_Orçamento_executivo_R00.xlsx,SAK Engenharia,CTN_SAK_Orçamento_executivo_R00.xlsx,CTN_SAK_Orçamento_executivo_R00.xlsx,Relatório,,,,,,,ok,
